0
"126.7331755,37.4341334"
"126.7331185,37.4341763"
"126.7331151,37.4341781"
"126.7330245,37.4341973"
"126.7329512,37.434186"
"126.7329099,37.4341317"
"126.7329037,37.4340703"
"126.7329178,37.4340253"
"126.7329521,37.4339859"
"126.7330269,37.4339666"
"126.7331287,37.4339546"
"126.7331933,37.4339442"
"126.7333329,37.433882"
"126.7333828,37.4338697"
"126.7335255,37.4338418"
"126.7335708,37.4338358"
"126.7336126,37.4338334"
"126.733798,37.4338337"
"126.7338579,37.4338367"
"126.7339425,37.4338463"
"126.7340959,37.4338825"
"126.7341916,37.4339218"
"126.7343232,37.4339858"
"126.7343949,37.4340448"
"126.734405,37.4340557"
"126.7344924,37.4341275"
"126.7345436,37.4342098"
"126.7345754,37.4343002"
"126.7346413,37.4344899"
"126.7346588,37.4345495"
"126.7346683,37.4347244"
"126.7346434,37.4348405"
"126.7346002,37.4349746"
"126.7345667,37.4350419"
"126.7344321,37.4352772"
"126.7343447,37.4354173"
"126.7342822,37.4356765"
"126.7342759,37.4360748"
"126.7340656,37.4360762"
"126.7339017,37.4360769"
"126.7335196,37.4360771"
"126.7327295,37.4360774"
"126.7324209,37.4360772"
"126.7323339,37.4360766"
"126.73217,37.4360729"
"126.732172,37.4359909"
"126.732174,37.4357917"
"126.7321795,37.4357016"
"126.7321872,37.4348327"
"126.7321914,37.4335384"
"126.7321922,37.4333482"
"126.7321958,37.4332175"
"126.7322039,37.4329787"
"126.7322061,37.4328778"
"126.7322064,37.4328409"
"126.7322147,37.4326976"
"126.7322184,37.4325579"
"126.7322358,37.4322885"
"126.7322359,37.4322831"
"126.7322383,37.4322723"
"126.7322599,37.4321472"
"126.7323098,37.4320141"
"126.7324261,37.4316958"
"126.7324652,37.4316329"
"126.7326813,37.4312819"
"126.7327617,37.431158"
"126.7328981,37.4309696"
"126.7332248,37.4305166"
"126.7335413,37.4300733"
"126.7335998,37.4299908"
"126.7336767,37.4298777"
"126.7337352,37.4297907"
"126.7338373,37.4296408"
"126.7339448,37.4294089"
"126.7340487,37.4290851"
"126.7341422,37.4286756"
"126.7342327,37.4282156"
"126.7344127,37.4273046"
"126.7344363,37.427202"
"126.7344562,37.4271426"
"126.7344496,37.4268938"
"126.7344472,37.4268028"
"126.7344507,37.4266802"
"126.734457,37.4265"
"126.7344336,37.4262466"
"126.7343992,37.4261859"
"126.7340652,37.4255781"
"126.7336973,37.4248618"
"126.7335278,37.4245281"
"126.7334602,37.4243934"
"126.7333893,37.4242568"
"126.7330449,37.4235605"
"126.7327921,37.4230776"
"126.7327467,37.4229907"
"126.7326912,37.4228876"
"126.7323337,37.422148"
"126.7321562,37.4218296"
"126.7320818,37.4216957"
"126.7320041,37.4215573"
"126.7318906,37.4213844"
"126.7318561,37.421331"
"126.7318025,37.4212729"
"126.7316796,37.4211279"
"126.7319454,37.4211107"
"126.7320166,37.4211058"
"126.7322089,37.4210926"
"126.7339617,37.4209841"
"126.7343914,37.420958"
"126.7350631,37.4209182"
"126.7356093,37.4208857"
"126.7362233,37.4208482"
"126.7364122,37.4208368"
"126.7384771,37.4207131"
"126.7414326,37.4205789"
"126.7420137,37.420552"
"126.7423371,37.4205369"
"126.7432417,37.4204895"
"126.7436081,37.4204603"
"126.7439826,37.420423"
"126.7443118,37.4203864"
"126.7446763,37.4203301"
"126.7452991,37.4202043"
"126.7456174,37.4201315"
"126.7458836,37.4200674"
"126.7463631,37.4199209"
"126.7468485,37.41975"
"126.7473295,37.4195665"
"126.7482511,37.419173"
"126.7492422,37.4187178"
"126.7495295,37.4185827"
"126.7499996,37.4183639"
"126.7522018,37.4173674"
"126.7530033,37.4170048"
"126.7537197,37.4166659"
"126.7557843,37.4157568"
"126.7568265,37.4152667"
"126.7568402,37.4152605"
"126.7572159,37.4150862"
"126.7574414,37.4149163"
"126.7581225,37.4146051"
"126.7585155,37.4143931"
"126.7588567,37.4141789"
"126.7593696,37.4138486"
"126.7597321,37.413639"
"126.7599329,37.4135556"
"126.7600031,37.4135434"
"126.7600743,37.413542"
"126.7601737,37.4135508"
"126.7604219,37.4135848"
"126.7605562,37.4137199"
"126.7607163,37.4138723"
"126.7607958,37.4139495"
"126.7610421,37.4141817"
"126.7620344,37.4150866"
"126.7623837,37.4154214"
"126.7636801,37.4166661"
"126.7667924,37.4197961"
"126.7670183,37.4200309"
"126.7681028,37.4211229"
"126.7685393,37.4215564"
"126.7688069,37.4218222"
"126.7698974,37.4228799"
"126.7705811,37.4235764"
"126.7709089,37.4239245"
"126.77125,37.4242944"
"126.7713975,37.4244665"
"126.7714411,37.4245209"
"126.7715047,37.4246006"
"126.771633,37.4247781"
"126.7716653,37.4248296"
"126.7723018,37.4258566"
"126.7723563,37.4259507"
"126.7724291,37.4260124"
"126.7726155,37.4262533"
"126.7727762,37.4264715"
"126.7733838,37.427565"
"126.7734127,37.4276202"
"126.7734238,37.427641"
"126.7736468,37.4280687"
"126.7737312,37.4282296"
"126.7737589,37.4282848"
"126.7738525,37.4284233"
"126.7739365,37.4285004"
"126.7740128,37.4285586"
"126.7741556,37.4286388"
"126.7742919,37.4286838"
"126.77454,37.4287412"
"126.7763729,37.428784"
"126.7785499,37.4288829"
"126.7789994,37.4289163"
"126.7792115,37.4289581"
"126.7794965,37.4290572"
"126.7797125,37.4291658"
"126.7798745,37.4292488"
"126.7800284,37.4293471"
"126.780411,37.4295189"
"126.7807998,37.4297583"
"126.7812489,37.4299494"
"126.7816997,37.430091"
"126.7822618,37.4301746"
"126.7827237,37.4302108"
"126.783167,37.4301882"
"126.7846873,37.4299378"
"126.7849692,37.4298909"
"126.7859484,37.42973"
"126.7865375,37.4297047"
"126.7887372,37.4293331"
"126.7908122,37.4289832"
"126.791695,37.428856"
"126.7920289,37.4288076"
"126.7924624,37.4287417"
"126.7931743,37.4286414"
"126.79368,37.428593"
"126.7938542,37.4285742"
"126.794362,37.4285412"
"126.7950992,37.4285158"
"126.795662,37.4285165"
"126.7965491,37.4285326"
"126.7980148,37.4286774"
"126.7982068,37.4286984"
"126.798699,37.4287581"
"126.7995996,37.4289076"
"126.7998861,37.4289661"
"126.8005867,37.4291082"
"126.8013498,37.4293245"
"126.8017409,37.4294458"
"126.8020476,37.4295314"
"126.8023416,37.4296287"
"126.8027923,37.4297873"
"126.8033733,37.4300287"
"126.8040419,37.430331"
"126.8043705,37.4304853"
"126.8046259,37.4306048"
"126.8048229,37.430697"
"126.8053391,37.4309714"
"126.8064524,37.4315899"
"126.8077052,37.4322832"
"126.8079166,37.4324007"
"126.8084103,37.4326749"
"126.8087544,37.4328671"
"126.8091501,37.4330984"
"126.8096235,37.433368"
"126.8104612,37.4338479"
"126.8129321,37.4352143"
"126.8134866,37.4355159"
"126.8144615,37.436075"
"126.8148123,37.4362744"
"126.8151374,37.4364574"
"126.8162497,37.4370741"
"126.8163374,37.4371242"
"126.8168874,37.4374248"
"126.8174757,37.4377401"
"126.8182375,37.438123"
"126.81885,37.4383997"
"126.8192745,37.4385833"
"126.8196992,37.4387408"
"126.820275,37.4389496"
"126.8206548,37.4390699"
"126.8211993,37.4392416"
"126.8218206,37.4394101"
"126.8228832,37.4396568"
"126.8235108,37.4397641"
"126.8244884,37.4399058"
"126.8255425,37.4399776"
"126.8260057,37.4400091"
"126.8261797,37.4400146"
"126.8270622,37.4400494"
"126.8309604,37.440131"
"126.8333542,37.4401787"
"126.833925,37.4401829"
"126.8346993,37.4401899"
"126.8374923,37.4402155"
"126.8381412,37.4402174"
"126.8398739,37.4402415"
"126.8427606,37.4402954"
"126.8435112,37.4402942"
"126.8454121,37.4402245"
"126.8459053,37.440184"
"126.8464652,37.4401429"
"126.8468793,37.4401055"
"126.8484091,37.439931"
"126.8495591,37.4397544"
"126.8498614,37.4396992"
"126.8502282,37.4396409"
"126.8513118,37.4394332"
"126.8529869,37.4390575"
"126.8541313,37.4387465"
"126.8552964,37.4383986"
"126.8573406,37.4376868"
"126.858096,37.4373782"
"126.8588369,37.4370577"
"126.860724,37.4361999"
